date,pincode,district,state,center_type,footfall
2025-01-22,641001,Coimbatore,Tamil Nadu,Urban,149
2025-01-23,641001,Coimbatore,Tamil Nadu,Urban,119
2025-01-24,641001,Coimbatore,Tamil Nadu,Urban,159
2025-01-25,641001,Coimbatore,Tamil Nadu,Urban,71
2025-01-26,641001,Coimbatore,Tamil Nadu,Urban,11
2025-01-27,641001,Coimbatore,Tamil Nadu,Urban,265
2025-01-28,641001,Coimbatore,Tamil Nadu,Urban,166
2025-01-29,641001,Coimbatore,Tamil Nadu,Urban,158
2025-01-30,641001,Coimbatore,Tamil Nadu,Urban,114
2025-01-31,641001,Coimbatore,Tamil Nadu,Urban,132
2025-02-01,641001,Coimbatore,Tamil Nadu,Urban,93
2025-02-02,641001,Coimbatore,Tamil Nadu,Urban,56
2025-02-03,641001,Coimbatore,Tamil Nadu,Urban,253
2025-02-04,641001,Coimbatore,Tamil Nadu,Urban,145
2025-02-05,641001,Coimbatore,Tamil Nadu,Urban,184
2025-02-06,641001,Coimbatore,Tamil Nadu,Urban,158
2025-02-07,641001,Coimbatore,Tamil Nadu,Urban,178
2025-02-08,641001,Coimbatore,Tamil Nadu,Urban,89
2025-02-09,641001,Coimbatore,Tamil Nadu,Urban,77
2025-02-10,641001,Coimbatore,Tamil Nadu,Urban,138
2025-02-11,641001,Coimbatore,Tamil Nadu,Urban,107
2025-02-12,641001,Coimbatore,Tamil Nadu,Urban,144
2025-02-13,641001,Coimbatore,Tamil Nadu,Urban,147
2025-02-14,641001,Coimbatore,Tamil Nadu,Urban,170
2025-02-15,641001,Coimbatore,Tamil Nadu,Urban,85
2025-02-16,641001,Coimbatore,Tamil Nadu,Urban,75
2025-02-17,641001,Coimbatore,Tamil Nadu,Urban,167
2025-02-18,641001,Coimbatore,Tamil Nadu,Urban,147
2025-02-19,641001,Coimbatore,Tamil Nadu,Urban,180
2025-02-20,641001,Coimbatore,Tamil Nadu,Urban,161
2025-02-21,641001,Coimbatore,Tamil Nadu,Urban,132
2025-02-22,641001,Coimbatore,Tamil Nadu,Urban,88
2025-02-23,641001,Coimbatore,Tamil Nadu,Urban,35
2025-02-24,641001,Coimbatore,Tamil Nadu,Urban,167
2025-02-25,641001,Coimbatore,Tamil Nadu,Urban,144
2025-02-26,641001,Coimbatore,Tamil Nadu,Urban,141
2025-02-27,641001,Coimbatore,Tamil Nadu,Urban,111
2025-02-28,641001,Coimbatore,Tamil Nadu,Urban,118
2025-03-01,641001,Coimbatore,Tamil Nadu,Urban,140
2025-03-02,641001,Coimbatore,Tamil Nadu,Urban,97
2025-03-03,641001,Coimbatore,Tamil Nadu,Urban,277
2025-03-04,641001,Coimbatore,Tamil Nadu,Urban,151
2025-03-05,641001,Coimbatore,Tamil Nadu,Urban,136
2025-03-06,641001,Coimbatore,Tamil Nadu,Urban,198
2025-03-07,641001,Coimbatore,Tamil Nadu,Urban,157
2025-03-08,641001,Coimbatore,Tamil Nadu,Urban,67
2025-03-09,641001,Coimbatore,Tamil Nadu,Urban,67
2025-03-10,641001,Coimbatore,Tamil Nadu,Urban,175
2025-03-11,641001,Coimbatore,Tamil Nadu,Urban,201
2025-03-12,641001,Coimbatore,Tamil Nadu,Urban,174
2025-03-13,641001,Coimbatore,Tamil Nadu,Urban,159
2025-03-14,641001,Coimbatore,Tamil Nadu,Urban,36
2025-03-15,641001,Coimbatore,Tamil Nadu,Urban,134
2025-03-16,641001,Coimbatore,Tamil Nadu,Urban,81
2025-03-17,641001,Coimbatore,Tamil Nadu,Urban,196
2025-03-18,641001,Coimbatore,Tamil Nadu,Urban,160
2025-03-19,641001,Coimbatore,Tamil Nadu,Urban,148
2025-03-20,641001,Coimbatore,Tamil Nadu,Urban,152
2025-03-21,641001,Coimbatore,Tamil Nadu,Urban,159
2025-03-22,641001,Coimbatore,Tamil Nadu,Urban,111
2025-03-23,641001,Coimbatore,Tamil Nadu,Urban,62
2025-03-24,641001,Coimbatore,Tamil Nadu,Urban,141
2025-03-25,641001,Coimbatore,Tamil Nadu,Urban,174
2025-03-26,641001,Coimbatore,Tamil Nadu,Urban,120
2025-03-27,641001,Coimbatore,Tamil Nadu,Urban,150
2025-03-28,641001,Coimbatore,Tamil Nadu,Urban,185
2025-03-29,641001,Coimbatore,Tamil Nadu,Urban,117
2025-03-30,641001,Coimbatore,Tamil Nadu,Urban,43
2025-03-31,641001,Coimbatore,Tamil Nadu,Urban,64
2025-04-01,641001,Coimbatore,Tamil Nadu,Urban,259
2025-04-02,641001,Coimbatore,Tamil Nadu,Urban,147
2025-04-03,641001,Coimbatore,Tamil Nadu,Urban,219
2025-04-04,641001,Coimbatore,Tamil Nadu,Urban,170
2025-04-05,641001,Coimbatore,Tamil Nadu,Urban,156
2025-04-06,641001,Coimbatore,Tamil Nadu,Urban,83
2025-04-07,641001,Coimbatore,Tamil Nadu,Urban,229
2025-04-08,641001,Coimbatore,Tamil Nadu,Urban,206
2025-04-09,641001,Coimbatore,Tamil Nadu,Urban,187
2025-04-10,641001,Coimbatore,Tamil Nadu,Urban,38
2025-04-11,641001,Coimbatore,Tamil Nadu,Urban,246
2025-04-12,641001,Coimbatore,Tamil Nadu,Urban,80
2025-04-13,641001,Coimbatore,Tamil Nadu,Urban,66
2025-04-14,641001,Coimbatore,Tamil Nadu,Urban,57
2025-04-15,641001,Coimbatore,Tamil Nadu,Urban,260
2025-04-16,641001,Coimbatore,Tamil Nadu,Urban,159
2025-04-17,641001,Coimbatore,Tamil Nadu,Urban,179
2025-04-18,641001,Coimbatore,Tamil Nadu,Urban,179
2025-04-19,641001,Coimbatore,Tamil Nadu,Urban,113
2025-04-20,641001,Coimbatore,Tamil Nadu,Urban,92
2025-04-21,641001,Coimbatore,Tamil Nadu,Urban,160
2025-04-22,641001,Coimbatore,Tamil Nadu,Urban,187
2025-04-23,641001,Coimbatore,Tamil Nadu,Urban,174
2025-04-24,641001,Coimbatore,Tamil Nadu,Urban,146
2025-04-25,641001,Coimbatore,Tamil Nadu,Urban,144
2025-04-26,641001,Coimbatore,Tamil Nadu,Urban,144
2025-04-27,641001,Coimbatore,Tamil Nadu,Urban,40
2025-04-28,641001,Coimbatore,Tamil Nadu,Urban,185
2025-04-29,641001,Coimbatore,Tamil Nadu,Urban,214
2025-04-30,641001,Coimbatore,Tamil Nadu,Urban,183
2025-05-01,641001,Coimbatore,Tamil Nadu,Urban,80
2025-05-02,641001,Coimbatore,Tamil Nadu,Urban,243
2025-05-03,641001,Coimbatore,Tamil Nadu,Urban,124
2025-05-04,641001,Coimbatore,Tamil Nadu,Urban,65
2025-05-05,641001,Coimbatore,Tamil Nadu,Urban,190
2025-05-06,641001,Coimbatore,Tamil Nadu,Urban,159
2025-05-07,641001,Coimbatore,Tamil Nadu,Urban,209
2025-05-08,641001,Coimbatore,Tamil Nadu,Urban,209
2025-05-09,641001,Coimbatore,Tamil Nadu,Urban,100
2025-05-10,641001,Coimbatore,Tamil Nadu,Urban,94
2025-05-11,641001,Coimbatore,Tamil Nadu,Urban,93
2025-05-12,641001,Coimbatore,Tamil Nadu,Urban,222
2025-05-13,641001,Coimbatore,Tamil Nadu,Urban,222
2025-05-14,641001,Coimbatore,Tamil Nadu,Urban,140
2025-05-15,641001,Coimbatore,Tamil Nadu,Urban,177
2025-05-16,641001,Coimbatore,Tamil Nadu,Urban,156
2025-05-17,641001,Coimbatore,Tamil Nadu,Urban,103
2025-05-18,641001,Coimbatore,Tamil Nadu,Urban,80
2025-05-19,641001,Coimbatore,Tamil Nadu,Urban,266
2025-05-20,641001,Coimbatore,Tamil Nadu,Urban,188
2025-05-21,641001,Coimbatore,Tamil Nadu,Urban,221
2025-05-22,641001,Coimbatore,Tamil Nadu,Urban,176
2025-05-23,641001,Coimbatore,Tamil Nadu,Urban,149
2025-05-24,641001,Coimbatore,Tamil Nadu,Urban,110
2025-05-25,641001,Coimbatore,Tamil Nadu,Urban,102
2025-05-26,641001,Coimbatore,Tamil Nadu,Urban,185
2025-05-27,641001,Coimbatore,Tamil Nadu,Urban,132
2025-05-28,641001,Coimbatore,Tamil Nadu,Urban,172
2025-05-29,641001,Coimbatore,Tamil Nadu,Urban,180
2025-05-30,641001,Coimbatore,Tamil Nadu,Urban,168
2025-05-31,641001,Coimbatore,Tamil Nadu,Urban,113
2025-06-01,641001,Coimbatore,Tamil Nadu,Urban,138
2025-06-02,641001,Coimbatore,Tamil Nadu,Urban,294
2025-06-03,641001,Coimbatore,Tamil Nadu,Urban,263
2025-06-04,641001,Coimbatore,Tamil Nadu,Urban,195
2025-06-05,641001,Coimbatore,Tamil Nadu,Urban,209
2025-06-06,641001,Coimbatore,Tamil Nadu,Urban,225
2025-06-07,641001,Coimbatore,Tamil Nadu,Urban,118
2025-06-08,641001,Coimbatore,Tamil Nadu,Urban,98
2025-06-09,641001,Coimbatore,Tamil Nadu,Urban,234
2025-06-10,641001,Coimbatore,Tamil Nadu,Urban,248
2025-06-11,641001,Coimbatore,Tamil Nadu,Urban,255
2025-06-12,641001,Coimbatore,Tamil Nadu,Urban,202
2025-06-13,641001,Coimbatore,Tamil Nadu,Urban,232
2025-06-14,641001,Coimbatore,Tamil Nadu,Urban,146
2025-06-15,641001,Coimbatore,Tamil Nadu,Urban,65
2025-06-16,641001,Coimbatore,Tamil Nadu,Urban,234
2025-06-17,641001,Coimbatore,Tamil Nadu,Urban,198
2025-06-18,641001,Coimbatore,Tamil Nadu,Urban,238
2025-06-19,641001,Coimbatore,Tamil Nadu,Urban,233
2025-06-20,641001,Coimbatore,Tamil Nadu,Urban,185
2025-06-21,641001,Coimbatore,Tamil Nadu,Urban,111
2025-06-22,641001,Coimbatore,Tamil Nadu,Urban,83
2025-06-23,641001,Coimbatore,Tamil Nadu,Urban,223
2025-06-24,641001,Coimbatore,Tamil Nadu,Urban,225
2025-06-25,641001,Coimbatore,Tamil Nadu,Urban,231
2025-06-26,641001,Coimbatore,Tamil Nadu,Urban,216
2025-06-27,641001,Coimbatore,Tamil Nadu,Urban,213
2025-06-28,641001,Coimbatore,Tamil Nadu,Urban,125
2025-06-29,641001,Coimbatore,Tamil Nadu,Urban,101
2025-06-30,641001,Coimbatore,Tamil Nadu,Urban,271
2025-07-01,641001,Coimbatore,Tamil Nadu,Urban,355
2025-07-02,641001,Coimbatore,Tamil Nadu,Urban,315
2025-07-03,641001,Coimbatore,Tamil Nadu,Urban,281
2025-07-04,641001,Coimbatore,Tamil Nadu,Urban,193
2025-07-05,641001,Coimbatore,Tamil Nadu,Urban,191
2025-07-06,641001,Coimbatore,Tamil Nadu,Urban,109
2025-07-07,641001,Coimbatore,Tamil Nadu,Urban,343
2025-07-08,641001,Coimbatore,Tamil Nadu,Urban,233
2025-07-09,641001,Coimbatore,Tamil Nadu,Urban,257
2025-07-10,641001,Coimbatore,Tamil Nadu,Urban,252
2025-07-11,641001,Coimbatore,Tamil Nadu,Urban,180
2025-07-12,641001,Coimbatore,Tamil Nadu,Urban,125
2025-07-13,641001,Coimbatore,Tamil Nadu,Urban,107
2025-07-14,641001,Coimbatore,Tamil Nadu,Urban,306
2025-07-15,641001,Coimbatore,Tamil Nadu,Urban,270
2025-07-16,641001,Coimbatore,Tamil Nadu,Urban,251
2025-07-17,641001,Coimbatore,Tamil Nadu,Urban,304
2025-07-18,641001,Coimbatore,Tamil Nadu,Urban,171
2025-07-19,641001,Coimbatore,Tamil Nadu,Urban,157
2025-07-20,641001,Coimbatore,Tamil Nadu,Urban,121
2025-07-21,641001,Coimbatore,Tamil Nadu,Urban,254
2025-07-22,641001,Coimbatore,Tamil Nadu,Urban,263
2025-07-23,641001,Coimbatore,Tamil Nadu,Urban,258
2025-07-24,641001,Coimbatore,Tamil Nadu,Urban,236
2025-07-25,641001,Coimbatore,Tamil Nadu,Urban,174
2025-07-26,641001,Coimbatore,Tamil Nadu,Urban,131
2025-07-27,641001,Coimbatore,Tamil Nadu,Urban,112
2025-07-28,641001,Coimbatore,Tamil Nadu,Urban,241
2025-07-29,641001,Coimbatore,Tamil Nadu,Urban,226
2025-07-30,641001,Coimbatore,Tamil Nadu,Urban,232
2025-07-31,641001,Coimbatore,Tamil Nadu,Urban,267
2025-08-01,641001,Coimbatore,Tamil Nadu,Urban,205
2025-08-02,641001,Coimbatore,Tamil Nadu,Urban,123
2025-08-03,641001,Coimbatore,Tamil Nadu,Urban,73
2025-08-04,641001,Coimbatore,Tamil Nadu,Urban,203
2025-08-05,641001,Coimbatore,Tamil Nadu,Urban,184
2025-08-06,641001,Coimbatore,Tamil Nadu,Urban,147
2025-08-07,641001,Coimbatore,Tamil Nadu,Urban,155
2025-08-08,641001,Coimbatore,Tamil Nadu,Urban,191
2025-08-09,641001,Coimbatore,Tamil Nadu,Urban,122
2025-08-10,641001,Coimbatore,Tamil Nadu,Urban,103
2025-08-11,641001,Coimbatore,Tamil Nadu,Urban,247
2025-08-12,641001,Coimbatore,Tamil Nadu,Urban,141
2025-08-13,641001,Coimbatore,Tamil Nadu,Urban,169
2025-08-14,641001,Coimbatore,Tamil Nadu,Urban,142
2025-08-15,641001,Coimbatore,Tamil Nadu,Urban,4
2025-08-16,641001,Coimbatore,Tamil Nadu,Urban,172
2025-08-17,641001,Coimbatore,Tamil Nadu,Urban,74
2025-08-18,641001,Coimbatore,Tamil Nadu,Urban,210
2025-08-19,641001,Coimbatore,Tamil Nadu,Urban,192
2025-08-20,641001,Coimbatore,Tamil Nadu,Urban,174
2025-08-21,641001,Coimbatore,Tamil Nadu,Urban,145
2025-08-22,641001,Coimbatore,Tamil Nadu,Urban,161
2025-08-23,641001,Coimbatore,Tamil Nadu,Urban,118
2025-08-24,641001,Coimbatore,Tamil Nadu,Urban,74
2025-08-25,641001,Coimbatore,Tamil Nadu,Urban,175
2025-08-26,641001,Coimbatore,Tamil Nadu,Urban,191
2025-08-27,641001,Coimbatore,Tamil Nadu,Urban,25
2025-08-28,641001,Coimbatore,Tamil Nadu,Urban,249
2025-08-29,641001,Coimbatore,Tamil Nadu,Urban,151
2025-08-30,641001,Coimbatore,Tamil Nadu,Urban,91
2025-08-31,641001,Coimbatore,Tamil Nadu,Urban,86
2025-09-01,641001,Coimbatore,Tamil Nadu,Urban,172
2025-09-02,641001,Coimbatore,Tamil Nadu,Urban,183
2025-09-03,641001,Coimbatore,Tamil Nadu,Urban,194
2025-09-04,641001,Coimbatore,Tamil Nadu,Urban,140
2025-09-05,641001,Coimbatore,Tamil Nadu,Urban,161
2025-09-06,641001,Coimbatore,Tamil Nadu,Urban,141
2025-09-07,641001,Coimbatore,Tamil Nadu,Urban,84
2025-09-08,641001,Coimbatore,Tamil Nadu,Urban,177
2025-09-09,641001,Coimbatore,Tamil Nadu,Urban,203
2025-09-10,641001,Coimbatore,Tamil Nadu,Urban,183
2025-09-11,641001,Coimbatore,Tamil Nadu,Urban,146
2025-09-12,641001,Coimbatore,Tamil Nadu,Urban,143
2025-09-13,641001,Coimbatore,Tamil Nadu,Urban,102
2025-09-14,641001,Coimbatore,Tamil Nadu,Urban,98
2025-09-15,641001,Coimbatore,Tamil Nadu,Urban,178
2025-09-16,641001,Coimbatore,Tamil Nadu,Urban,195
2025-09-17,641001,Coimbatore,Tamil Nadu,Urban,135
2025-09-18,641001,Coimbatore,Tamil Nadu,Urban,125
2025-09-19,641001,Coimbatore,Tamil Nadu,Urban,110
2025-09-20,641001,Coimbatore,Tamil Nadu,Urban,134
2025-09-21,641001,Coimbatore,Tamil Nadu,Urban,91
2025-09-22,641001,Coimbatore,Tamil Nadu,Urban,200
2025-09-23,641001,Coimbatore,Tamil Nadu,Urban,150
2025-09-24,641001,Coimbatore,Tamil Nadu,Urban,159
2025-09-25,641001,Coimbatore,Tamil Nadu,Urban,220
2025-09-26,641001,Coimbatore,Tamil Nadu,Urban,160
2025-09-27,641001,Coimbatore,Tamil Nadu,Urban,114
2025-09-28,641001,Coimbatore,Tamil Nadu,Urban,55
2025-09-29,641001,Coimbatore,Tamil Nadu,Urban,178
2025-09-30,641001,Coimbatore,Tamil Nadu,Urban,199
2025-10-01,641001,Coimbatore,Tamil Nadu,Urban,198
2025-10-02,641001,Coimbatore,Tamil Nadu,Urban,65
2025-10-03,641001,Coimbatore,Tamil Nadu,Urban,314
2025-10-04,641001,Coimbatore,Tamil Nadu,Urban,201
2025-10-05,641001,Coimbatore,Tamil Nadu,Urban,86
2025-10-06,641001,Coimbatore,Tamil Nadu,Urban,234
2025-10-07,641001,Coimbatore,Tamil Nadu,Urban,175
2025-10-08,641001,Coimbatore,Tamil Nadu,Urban,228
2025-10-09,641001,Coimbatore,Tamil Nadu,Urban,237
2025-10-10,641001,Coimbatore,Tamil Nadu,Urban,133
2025-10-11,641001,Coimbatore,Tamil Nadu,Urban,143
2025-10-12,641001,Coimbatore,Tamil Nadu,Urban,58
2025-10-13,641001,Coimbatore,Tamil Nadu,Urban,163
2025-10-14,641001,Coimbatore,Tamil Nadu,Urban,199
2025-10-15,641001,Coimbatore,Tamil Nadu,Urban,275
2025-10-16,641001,Coimbatore,Tamil Nadu,Urban,209
2025-10-17,641001,Coimbatore,Tamil Nadu,Urban,168
2025-10-18,641001,Coimbatore,Tamil Nadu,Urban,104
2025-10-19,641001,Coimbatore,Tamil Nadu,Urban,85
2025-10-20,641001,Coimbatore,Tamil Nadu,Urban,294
2025-10-21,641001,Coimbatore,Tamil Nadu,Urban,229
2025-10-22,641001,Coimbatore,Tamil Nadu,Urban,206
2025-10-23,641001,Coimbatore,Tamil Nadu,Urban,174
2025-10-24,641001,Coimbatore,Tamil Nadu,Urban,53
2025-10-25,641001,Coimbatore,Tamil Nadu,Urban,171
2025-10-26,641001,Coimbatore,Tamil Nadu,Urban,84
2025-10-27,641001,Coimbatore,Tamil Nadu,Urban,198
2025-10-28,641001,Coimbatore,Tamil Nadu,Urban,239
2025-10-29,641001,Coimbatore,Tamil Nadu,Urban,187
2025-10-30,641001,Coimbatore,Tamil Nadu,Urban,179
2025-10-31,641001,Coimbatore,Tamil Nadu,Urban,159
2025-11-01,641001,Coimbatore,Tamil Nadu,Urban,32
2025-11-02,641001,Coimbatore,Tamil Nadu,Urban,161
2025-11-03,641001,Coimbatore,Tamil Nadu,Urban,284
2025-11-04,641001,Coimbatore,Tamil Nadu,Urban,329
2025-11-05,641001,Coimbatore,Tamil Nadu,Urban,243
2025-11-06,641001,Coimbatore,Tamil Nadu,Urban,329
2025-11-07,641001,Coimbatore,Tamil Nadu,Urban,269
2025-11-08,641001,Coimbatore,Tamil Nadu,Urban,199
2025-11-09,641001,Coimbatore,Tamil Nadu,Urban,131
2025-11-10,641001,Coimbatore,Tamil Nadu,Urban,212
2025-11-11,641001,Coimbatore,Tamil Nadu,Urban,259
2025-11-12,641001,Coimbatore,Tamil Nadu,Urban,231
2025-11-13,641001,Coimbatore,Tamil Nadu,Urban,160
2025-11-14,641001,Coimbatore,Tamil Nadu,Urban,184
2025-11-15,641001,Coimbatore,Tamil Nadu,Urban,172
2025-11-16,641001,Coimbatore,Tamil Nadu,Urban,111
2025-11-17,641001,Coimbatore,Tamil Nadu,Urban,288
2025-11-18,641001,Coimbatore,Tamil Nadu,Urban,282
2025-11-19,641001,Coimbatore,Tamil Nadu,Urban,331
2025-11-20,641001,Coimbatore,Tamil Nadu,Urban,216
2025-11-21,641001,Coimbatore,Tamil Nadu,Urban,185
2025-11-22,641001,Coimbatore,Tamil Nadu,Urban,176
2025-11-23,641001,Coimbatore,Tamil Nadu,Urban,131
2025-11-24,641001,Coimbatore,Tamil Nadu,Urban,183
2025-11-25,641001,Coimbatore,Tamil Nadu,Urban,247
2025-11-26,641001,Coimbatore,Tamil Nadu,Urban,192
2025-11-27,641001,Coimbatore,Tamil Nadu,Urban,263
2025-11-28,641001,Coimbatore,Tamil Nadu,Urban,255
2025-11-29,641001,Coimbatore,Tamil Nadu,Urban,142
2025-11-30,641001,Coimbatore,Tamil Nadu,Urban,91
2025-12-01,641001,Coimbatore,Tamil Nadu,Urban,150
2025-12-02,641001,Coimbatore,Tamil Nadu,Urban,191
2025-12-03,641001,Coimbatore,Tamil Nadu,Urban,210
2025-12-04,641001,Coimbatore,Tamil Nadu,Urban,186
2025-12-05,641001,Coimbatore,Tamil Nadu,Urban,123
2025-12-06,641001,Coimbatore,Tamil Nadu,Urban,115
2025-12-07,641001,Coimbatore,Tamil Nadu,Urban,115
2025-12-08,641001,Coimbatore,Tamil Nadu,Urban,231
2025-12-09,641001,Coimbatore,Tamil Nadu,Urban,168
2025-12-10,641001,Coimbatore,Tamil Nadu,Urban,154
2025-12-11,641001,Coimbatore,Tamil Nadu,Urban,156
2025-12-12,641001,Coimbatore,Tamil Nadu,Urban,136
2025-12-13,641001,Coimbatore,Tamil Nadu,Urban,130
2025-12-14,641001,Coimbatore,Tamil Nadu,Urban,53
2025-12-15,641001,Coimbatore,Tamil Nadu,Urban,201
2025-12-16,641001,Coimbatore,Tamil Nadu,Urban,178
2025-12-17,641001,Coimbatore,Tamil Nadu,Urban,191
2025-12-18,641001,Coimbatore,Tamil Nadu,Urban,180
2025-12-19,641001,Coimbatore,Tamil Nadu,Urban,151
2025-12-20,641001,Coimbatore,Tamil Nadu,Urban,148
2025-12-21,641001,Coimbatore,Tamil Nadu,Urban,108
2025-12-22,641001,Coimbatore,Tamil Nadu,Urban,225
2025-12-23,641001,Coimbatore,Tamil Nadu,Urban,142
2025-12-24,641001,Coimbatore,Tamil Nadu,Urban,189
2025-12-25,641001,Coimbatore,Tamil Nadu,Urban,31
2025-12-26,641001,Coimbatore,Tamil Nadu,Urban,237
2025-12-27,641001,Coimbatore,Tamil Nadu,Urban,107
2025-12-28,641001,Coimbatore,Tamil Nadu,Urban,81
2025-12-29,641001,Coimbatore,Tamil Nadu,Urban,210
2025-12-30,641001,Coimbatore,Tamil Nadu,Urban,189
2025-12-31,641001,Coimbatore,Tamil Nadu,Urban,144
2026-01-01,641001,Coimbatore,Tamil Nadu,Urban,157
2026-01-02,641001,Coimbatore,Tamil Nadu,Urban,139
2026-01-03,641001,Coimbatore,Tamil Nadu,Urban,75
2026-01-04,641001,Coimbatore,Tamil Nadu,Urban,109
2026-01-05,641001,Coimbatore,Tamil Nadu,Urban,182
2026-01-06,641001,Coimbatore,Tamil Nadu,Urban,210
2026-01-07,641001,Coimbatore,Tamil Nadu,Urban,183
2026-01-08,641001,Coimbatore,Tamil Nadu,Urban,93
2026-01-09,641001,Coimbatore,Tamil Nadu,Urban,152
2026-01-10,641001,Coimbatore,Tamil Nadu,Urban,91
2026-01-11,641001,Coimbatore,Tamil Nadu,Urban,62
2026-01-12,641001,Coimbatore,Tamil Nadu,Urban,219
2026-01-13,641001,Coimbatore,Tamil Nadu,Urban,129
2026-01-14,641001,Coimbatore,Tamil Nadu,Urban,149
2026-01-15,641001,Coimbatore,Tamil Nadu,Urban,149
2026-01-16,641001,Coimbatore,Tamil Nadu,Urban,157
2026-01-17,641001,Coimbatore,Tamil Nadu,Urban,96
2026-01-18,641001,Coimbatore,Tamil Nadu,Urban,51
2026-01-19,641001,Coimbatore,Tamil Nadu,Urban,202
2026-01-20,641001,Coimbatore,Tamil Nadu,Urban,198
2026-01-21,641001,Coimbatore,Tamil Nadu,Urban,165
2026-01-22,641001,Coimbatore,Tamil Nadu,Urban,229
2026-01-23,641001,Coimbatore,Tamil Nadu,Urban,142
2026-01-24,641001,Coimbatore,Tamil Nadu,Urban,89
2026-01-25,641001,Coimbatore,Tamil Nadu,Urban,79
2026-01-26,641001,Coimbatore,Tamil Nadu,Urban,30
2026-01-27,641001,Coimbatore,Tamil Nadu,Urban,195
2026-01-28,641001,Coimbatore,Tamil Nadu,Urban,132
2026-01-29,641001,Coimbatore,Tamil Nadu,Urban,169
2026-01-30,641001,Coimbatore,Tamil Nadu,Urban,139
2026-01-31,641001,Coimbatore,Tamil Nadu,Urban,99
2025-01-01,530001,Visakhapatnam,Andhra Pradesh,Urban,169
2025-01-02,530001,Visakhapatnam,Andhra Pradesh,Urban,156
2025-01-03,530001,Visakhapatnam,Andhra Pradesh,Urban,154
2025-01-04,530001,Visakhapatnam,Andhra Pradesh,Urban,85
2025-01-05,530001,Visakhapatnam,Andhra Pradesh,Urban,63
2025-01-06,530001,Visakhapatnam,Andhra Pradesh,Urban,136
2025-01-07,530001,Visakhapatnam,Andhra Pradesh,Urban,138
2025-01-08,530001,Visakhapatnam,Andhra Pradesh,Urban,145
2025-01-09,530001,Visakhapatnam,Andhra Pradesh,Urban,164
2025-01-10,530001,Visakhapatnam,Andhra Pradesh,Urban,154
2025-01-11,530001,Visakhapatnam,Andhra Pradesh,Urban,86
2025-01-12,530001,Visakhapatnam,Andhra Pradesh,Urban,67
2025-01-13,530001,Visakhapatnam,Andhra Pradesh,Urban,155
2025-01-14,530001,Visakhapatnam,Andhra Pradesh,Urban,133
2025-01-15,530001,Visakhapatnam,Andhra Pradesh,Urban,131
2025-01-16,530001,Visakhapatnam,Andhra Pradesh,Urban,138
2025-01-17,530001,Visakhapatnam,Andhra Pradesh,Urban,111
2025-01-18,530001,Visakhapatnam,Andhra Pradesh,Urban,86
2025-01-19,530001,Visakhapatnam,Andhra Pradesh,Urban,68
2025-01-20,530001,Visakhapatnam,Andhra Pradesh,Urban,178
2025-01-21,530001,Visakhapatnam,Andhra Pradesh,Urban,172
2025-01-22,530001,Visakhapatnam,Andhra Pradesh,Urban,145
2025-01-23,530001,Visakhapatnam,Andhra Pradesh,Urban,120
2025-01-24,530001,Visakhapatnam,Andhra Pradesh,Urban,109
2025-01-25,530001,Visakhapatnam,Andhra Pradesh,Urban,64
2025-01-26,530001,Visakhapatnam,Andhra Pradesh,Urban,0
2025-01-27,530001,Visakhapatnam,Andhra Pradesh,Urban,215
2025-01-28,530001,Visakhapatnam,Andhra Pradesh,Urban,184
2025-01-29,530001,Visakhapatnam,Andhra Pradesh,Urban,118
2025-01-30,530001,Visakhapatnam,Andhra Pradesh,Urban,151
2025-01-31,530001,Visakhapatnam,Andhra Pradesh,Urban,118
2025-02-01,530001,Visakhapatnam,Andhra Pradesh,Urban,78
2025-02-02,530001,Visakhapatnam,Andhra Pradesh,Urban,88
2025-02-03,530001,Visakhapatnam,Andhra Pradesh,Urban,186
2025-02-04,530001,Visakhapatnam,Andhra Pradesh,Urban,199
2025-02-05,530001,Visakhapatnam,Andhra Pradesh,Urban,161
2025-02-06,530001,Visakhapatnam,Andhra Pradesh,Urban,126
2025-02-07,530001,Visakhapatnam,Andhra Pradesh,Urban,106
2025-02-08,530001,Visakhapatnam,Andhra Pradesh,Urban,48
2025-02-09,530001,Visakhapatnam,Andhra Pradesh,Urban,65
2025-02-10,530001,Visakhapatnam,Andhra Pradesh,Urban,167
2025-02-11,530001,Visakhapatnam,Andhra Pradesh,Urban,124
2025-02-12,530001,Visakhapatnam,Andhra Pradesh,Urban,178
2025-02-13,530001,Visakhapatnam,Andhra Pradesh,Urban,140
2025-02-14,530001,Visakhapatnam,Andhra Pradesh,Urban,116
2025-02-15,530001,Visakhapatnam,Andhra Pradesh,Urban,59
2025-02-16,530001,Visakhapatnam,Andhra Pradesh,Urban,36
2025-02-17,530001,Visakhapatnam,Andhra Pradesh,Urban,167
2025-02-18,530001,Visakhapatnam,Andhra Pradesh,Urban,138
2025-02-19,530001,Visakhapatnam,Andhra Pradesh,Urban,89
2025-02-20,530001,Visakhapatnam,Andhra Pradesh,Urban,104
2025-02-21,530001,Visakhapatnam,Andhra Pradesh,Urban,119
2025-02-22,530001,Visakhapatnam,Andhra Pradesh,Urban,50
2025-02-23,530001,Visakhapatnam,Andhra Pradesh,Urban,42
2025-02-24,530001,Visakhapatnam,Andhra Pradesh,Urban,132
2025-02-25,530001,Visakhapatnam,Andhra Pradesh,Urban,129
